household_id;iris_id;commune_id;departement_id;region_id;car_availability;bike_availability;number_of_vehicles;number_of_bikes;income;census_household_id
1121304;812380000;81238;81;76;all;all;1;2;2197.358034157148;6377812
1124077;812440000;81244;81;76;all;all;2;2;2290.548956239605;6378362
1147467;813070000;81307;81;76;some;some;2;2;4431.989571418217;6383029
1181654;810650203;81065;81;76;all;all;1;2;1800.0;6393271
1197339;810650101;81065;81;76;all;all;2;2;1810.5;6398243
1203535;811630102;81163;81;76;all;all;3;2;881.0;6400164
1213271;820370101;82037;82;76;all;all;1;2;1192.0;6402404
1284796;821710000;82171;82;76;all;some;3;2;2962.253548910962;6418071
1286326;821760000;82176;82;76;all;all;1;2;1483.8800967279863;6418377
1293347;821210303;82121;82;76;some;some;1;2;3737.5;6419837
1297747;821211102;82121;82;76;some;some;2;2;2595.0;6421215
10366;090860000;09086;09;76;all;none;1;0;1151.5297146559249;412216
54847;092820000;09282;09;76;all;none;1;0;1976.0;421117
84774;110410000;11041;11;76;all;none;2;0;2195.649514395662;463511
346700;311500000;31150;31;76;all;none;1;0;380.0;1820231
387448;312290000;31229;31;76;some;none;2;0;7415.252054310446;1828483
391786;311690102;31169;31;76;all;none;1;0;2308.0;1829347
470905;313560000;31356;31;76;all;none;1;0;3077.893539783142;1846353
685666;315555001;31555;31;76;all;none;1;0;1155.0;1902497
718527;315555204;31555;31;76;some;none;1;0;5086.0;1912751
825184;315554101;31555;31;76;all;none;1;0;1622.0;1946034
836892;315551804;31555;31;76;some;none;1;0;4172.7;1949726
928458;315554003;31555;31;76;all;none;2;0;2101.5;1978180
1087467;811710000;81171;81;76;all;none;2;0;2439.801244518556;6370623
1220599;820280000;82028;82;76;all;none;1;0;1782.6758096746753;6403863
10474;090860000;09086;09;76;all;all;1;1;3263.499312612525;412238
520161;314430000;31443;31;76;all;some;2;1;1861.5678176408219;1857766
586726;314880103;31488;31;76;all;all;1;1;1048.0;1874951
770348;315551303;31555;31;76;some;some;1;1;3994.5;1928946
1057320;810990101;81099;81;76;all;all;1;1;1420.0;6363147
1090014;811400102;81140;81;76;some;some;1;1;3025.5;6371309
10665;090860000;09086;09;76;some;some;1;1;1673.1770911492513;412276
111179;111200000;11120;11;76;all;all;1;1;1686.846379105221;469481
144470;112430000;11243;11;76;all;some;2;1;2128.200135235954;477260
147031;112550000;11255;11;76;all;some;1;1;2637.5799576996483;477768
162510;113040000;11304;11;76;all;some;2;1;3120.0;480859
174984;113790102;11379;11;76;some;some;1;1;2658.0;483350
182382;113690000;11369;11;76;all;some;2;1;1853.6795029436764;484822
192594;114110000;11411;11;76;some;some;1;1;4817.677714625819;486868
207456;110690203;11069;11;76;all;some;2;1;2781.0;490665
804734;315553504;31555;31;76;none;all;0;1;519.0;1939623
1155529;810040603;81004;81;76;some;some;1;1;679.5;6385493
466641;313450000;31345;31;76;all;all;2;3;2508.1466598290913;1845518
467462;313490000;31349;31;76;all;all;2;3;1919.3098956472277;1845678
1160893;810040202;81004;81;76;some;all;1;3;1034.0;6387200
61063;093060000;09306;09;76;all;some;3;1;3998.4689076323507;422389
104806;111060102;11106;11;76;all;some;1;1;3277.8;468188
161502;113040000;11304;11;76;all;some;3;1;3320.0;480657
328451;315060105;31506;31;76;some;some;1;1;3790.0;1815688
339519;315060102;31506;31;76;all;some;2;1;3247.5;1818551
357748;311630000;31163;31;76;all;all;1;1;1821.6400129996207;1822491
408470;312650000;31265;31;76;all;some;2;1;758.9816590689364;1832661
426003;312870000;31287;31;76;all;some;2;1;3239.7154111366644;1836189
435178;312030101;31203;31;76;some;some;2;1;4662.0;1838213
470384;313550000;31355;31;76;some;some;3;1;5501.956493488242;1846250
551618;311490301;31149;31;76;some;some;2;1;9025.0;1864772
666949;315551702;31555;31;76;all;some;2;1;4206.0;1896610
688138;315554502;31555;31;76;some;some;1;1;1656.0;1903282
732689;315551302;31555;31;76;all;all;1;1;2511.0;1917167
738458;315553901;31555;31;76;all;all;1;1;2228.0;1918976
782440;315554702;31555;31;76;all;all;1;1;1814.0;1932721
811597;315554804;31555;31;76;some;some;1;1;1894.5;1941777
814020;315552902;31555;31;76;all;all;1;1;2363.0;1942556
821872;315553802;31555;31;76;some;some;1;1;1670.4;1945017
836865;315552005;31555;31;76;some;some;1;1;1857.0;1949716
863421;315550802;31555;31;76;some;some;1;1;3898.5;1957982
880969;315553301;31555;31;76;some;some;2;1;4824.0;1963398
894659;315554004;31555;31;76;all;some;1;1;3718.5;1967691
1022158;320130401;32013;32;76;all;all;1;1;1216.0;1998623
1314943;821210503;82121;82;76;some;some;2;1;3114.0;6426682
47974;092440000;09244;09;76;all;some;2;1;1413.4048782671591;419736
450392;313030000;31303;31;76;some;some;2;1;2607.099869768832;1842037
517797;314290000;31429;31;76;all;all;1;1;1118.3841145956785;1857293
629104;311570102;31157;31;76;some;some;1;1;2498.0;1887001
860031;315555901;31555;31;76;all;all;1;1;2590.0;1956947
957447;321470000;32147;32;76;all;some;2;1;3232.9920386985523;1984480
1268336;821270000;82127;82;76;some;some;1;1;2392.6031538529146;6414777
1279023;821540000;82154;82;76;all;all;1;1;1476.0811239560837;6416915
1283905;821690000;82169;82;76;all;some;3;1;3520.73918555444;6417893
1319548;821210403;82121;82;76;all;some;2;1;3517.5;6428113
66460;092250101;09225;09;76;none;none;0;0;1280.0;423498
82045;110370000;11037;11;76;all;none;2;0;845.6857703448627;462964
216541;110690403;11069;11;76;some;none;1;0;2887.2000000000003;493519
343208;311480000;31148;31;76;all;none;1;0;3944.0919393129634;1819518
382783;312120000;31212;31;76;all;none;2;0;3279.6813082188764;1827548
442264;313950110;31395;31;76;all;none;1;0;1459.0;1839997
453841;313950106;31395;31;76;some;none;2;0;4214.099999999999;1842905
532174;314600000;31460;31;76;all;none;2;0;3355.2000000000003;1860163
734797;315553703;31555;31;76;all;none;1;0;823.0;1917820
872827;315553803;31555;31;76;all;none;3;0;6325.2;1960857
888832;315555203;31555;31;76;some;none;1;0;1042.5;1965841
899220;315554901;31555;31;76;all;none;1;0;3411.0;1969144
947243;321190000;32119;32;76;all;none;1;0;1113.0;1982468
986477;321600102;32160;32;76;some;none;2;0;5697.099999999999;1990315
991389;323110000;32311;32;76;all;none;2;0;3420.517498602131;1991280
1041466;810700000;81070;81;76;all;none;1;0;1449.4753253673978;6359737
1119946;812330000;81233;81;76;all;none;3;0;476.37660766175276;6377541
1211433;820370102;82037;82;76;all;none;2;0;2299.5;6402037
1285741;821730000;82173;82;76;all;none;1;0;2164.5130764844553;6418260
1324820;092250103;09225;09;76;none;none;0;0;1083.0;8078505
1334093;112620302;11262;11;76;none;none;0;0;2353.0;8082627
11051;090950000;09095;09;76;all;all;1;2;1480.0173060878979;412356
144985;112470000;11247;11;76;all;all;2;2;660.8080250076288;477363
375900;311880000;31188;31;76;all;some;2;2;2665.7819440435464;1826165
653586;315730000;31573;31;76;some;some;1;2;3212.3455964859772;1892927
768060;315551303;31555;31;76;some;all;1;2;6751.5;1928207
924144;315555802;31555;31;76;all;all;1;2;1404.0;1976844
1039384;810640000;81064;81;76;all;all;2;2;2270.8442866195446;6359312
1110228;812180000;81218;81;76;all;some;2;2;1454.5486000052097;6375588
1179199;810600102;81060;81;76;none;all;0;2;2226.0;6392656
1347707;314170103;31417;31;76;none;all;0;2;3287.0;8149730
1352941;315552802;31555;31;76;none;all;0;2;2017.0;8151108
16854;091240000;09124;09;76;all;some;1;1;2378.6006092697553;413533
58093;092930000;09293;09;76;some;some;1;1;86.18469507472797;421781
63138;093120000;09312;09;76;all;some;3;1;6293.147897755545;422809
64399;093240000;09324;09;76;all;some;3;1;10.8;423064
85170;110470000;11047;11;76;all;some;2;1;4131.344864458944;463590
86301;110490000;11049;11;76;all;some;2;1;2215.8;463815
103309;110950000;11095;11;76;all;some;1;1;1677.0586423341695;467884
121511;111480000;11148;11;76;some;some;1;1;5667.4141062936305;471906
127414;112060101;11206;11;76;none;all;0;1;1796.0;473477
142093;112200000;11220;11;76;all;some;1;1;1481.7571254965806;476786
151291;112720000;11272;11;76;none;all;0;1;1308.9088677262118;478623
170240;113450000;11345;11;76;all;some;1;1;2735.3468634901305;482404
308265;310690105;31069;31;76;all;some;2;1;766.8000000000001;1810300
309112;310560102;31056;31;76;none;some;0;1;1428.0;1810521
312093;310690107;31069;31;76;all;some;1;1;2022.4;1811336
315954;310560101;31056;31;76;all;some;1;1;312.0;1812387
343159;311470000;31147;31;76;all;some;2;1;6967.924460941767;1819505
350975;311530000;31153;31;76;all;some;3;1;4531.426856664107;1821104
354697;310220101;31022;31;76;all;some;2;1;223.20000000000002;1821867
368755;310220101;31022;31;76;none;all;0;1;1627.0;1824741
379901;312020000;31202;31;76;all;some;2;1;4948.8;1826968
402188;312530000;31253;31;76;all;some;3;1;3425.3888963276327;1831409
426233;312870000;31287;31;76;all;some;2;1;3632.264541780355;1836236
456927;313170000;31317;31;76;all;some;2;1;3250.4328494872143;1843603
479393;314990101;31499;31;76;all;some;2;1;3504.0;1848494
585700;314880103;31488;31;76;all;some;1;1;898.3000000000001;1874634
612350;314460103;31446;31;76;none;some;0;1;135.0;1882035
635638;315570108;31557;31;76;all;some;1;1;569.6;1888979
643221;315330000;31533;31;76;all;some;2;1;3851.6979537872994;1890852
646631;315420000;31542;31;76;none;some;0;1;3254.4740010566593;1891534
732511;315551203;31555;31;76;all;some;2;1;2255.4;1917106
751604;315554302;31555;31;76;all;some;1;1;2052.8;1923060
776018;315550901;31555;31;76;some;some;1;1;7274.400000000001;1930718
803115;315552202;31555;31;76;some;some;1;1;3731.4;1939128
817896;315550201;31555;31;76;none;all;0;1;192.0;1943755
822497;315555201;31555;31;76;none;all;0;1;2596.0;1945204
825630;315550102;31555;31;76;none;all;0;1;362.0;1946163
828588;315550702;31555;31;76;all;some;2;1;2849.7000000000003;1947090
841013;315551401;31555;31;76;none;all;0;1;1209.0;1951028
844532;315553703;31555;31;76;all;some;1;1;1648.0;1952123
855699;315552202;31555;31;76;some;some;1;1;3278.6;1955597
888734;315553901;31555;31;76;none;some;0;1;3697.5;1965807
897555;315553703;31555;31;76;all;some;1;1;1320.8;1968593
926129;315555901;31555;31;76;all;some;2;1;4977.0;1977467
980837;322770000;32277;32;76;all;some;2;1;3179.456280271154;1989191
993749;323210000;32321;32;76;all;some;2;1;6672.591547121164;1991750
1017631;320130102;32013;32;76;none;all;0;1;2110.0;1997209
1036682;810520000;81052;81;76;none;some;0;1;3282.4025253515965;6358771
1038599;810630000;81063;81;76;all;some;2;1;3077.053063017413;6359156
1061392;810990102;81099;81;76;all;some;2;1;3857.7000000000003;6364362
1078610;811450000;81145;81;76;all;some;2;1;417.90000000000003;6368690
1087297;811700000;81170;81;76;some;some;1;1;4350.232985183479;6370575
1133320;812660000;81266;81;76;all;some;2;1;2482.802675553871;6380185
1134695;812730000;81273;81;76;all;some;2;1;6180.112596172842;6380458
1136059;812730000;81273;81;76;all;some;2;1;3877.2147261037585;6380728
1164322;810040303;81004;81;76;all;some;2;1;1354.5;6388321
1166843;810040304;81004;81;76;all;some;1;1;293.8;6389141
1186991;810650201;81065;81;76;all;some;2;1;365.3;6394943
1192361;810650601;81065;81;76;some;some;2;1;3304.0;6396655
1209567;820050000;82005;82;76;all;some;2;1;3755.143444021695;6401668
1324763;092250106;09225;09;76;none;all;0;1;1404.0;8078492
1331869;110690101;11069;11;76;none;all;0;1;2136.0;8081980
1372835;810650702;81065;81;76;none;all;0;1;572.0;8343909
300646;311060000;31106;31;76;some;some;1;2;2709.390222809164;1808272
447674;313000000;31300;31;76;all;some;2;2;2403.1756545027483;1841363
540086;314740000;31474;31;76;some;some;1;2;1455.1382917265544;1861991
750787;315554603;31555;31;76;all;some;2;2;9620.1;1922796
1268126;821260000;82126;82;76;all;some;2;2;2665.7496207032445;6414734
66091;093290000;09329;09;76;all;none;2;0;1549.1203689029426;423410
115733;111400000;11140;11;76;all;none;1;0;919.1422401190387;470401
137417;111990000;11199;11;76;none;none;0;0;1657.388835810523;475844
206191;110690101;11069;11;76;all;none;1;0;1512.0;490264
444359;313950101;31395;31;76;none;none;0;0;2056.0;1840525
557554;311490201;31149;31;76;some;none;1;0;4622.1;1866528
696066;315555201;31555;31;76;all;none;1;0;2224.5;1905743
783865;315554801;31555;31;76;none;none;0;0;158.0;1933187
822589;315555101;31555;31;76;none;none;0;0;1900.5;1945233
895050;315551801;31555;31;76;some;none;2;0;7388.0;1967814
914334;315553601;31555;31;76;all;none;2;0;3882.0;1973834
985085;323010000;32301;32;76;all;none;2;0;4456.00378285459;1990039
1015921;320130202;32013;32;76;none;none;0;0;1215.0;1996666
1023501;320130601;32013;32;76;some;none;1;0;2710.0;1999042
1076931;811440000;81144;81;76;all;none;1;0;1454.0;6368359
1126790;812510000;81251;81;76;all;none;1;0;1980.589003589979;6378898
1142494;812880000;81288;81;76;all;none;2;0;3847.699500740437;6382016
1192543;810650501;81065;81;76;all;none;2;0;940.8000000000001;6396712
1331445;114410000;11441;11;76;none;none;0;0;2494.7418082357;8081880
19553;091220103;09122;09;76;all;all;2;3;43.2;414070
30940;091680000;09168;09;76;some;all;1;3;2073.0674260694877;416324
60288;093060000;09306;09;76;all;all;1;3;1388.0100552770384;422230
129085;111700000;11170;11;76;all;all;2;3;270.0;473908
137145;111990000;11199;11;76;all;all;1;3;1343.5780940877955;475789
147715;112580000;11258;11;76;none;all;0;3;2622.4371631747895;477903
296550;311040000;31104;31;76;all;all;3;3;3362.3832656594627;1807193
354774;311610000;31161;31;76;all;all;1;3;2158.9952819949385;1821883
376204;311880000;31188;31;76;all;some;3;3;5137.687469514672;1826225
552883;311490301;31149;31;76;some;all;1;3;2326.5;1865152
576417;312820101;31282;31;76;some;some;2;3;427.5;1871943
586162;315610103;31561;31;76;all;all;1;3;978.0;1874785
619578;311570105;31157;31;76;all;all;2;3;5878.8;1884210
623895;315570104;31557;31;76;some;all;1;3;868.5;1885479
725389;315551103;31555;31;76;none;all;0;3;1791.0;1914900
743557;315551806;31555;31;76;none;all;0;3;2599.5;1920528
768093;315550203;31555;31;76;none;all;0;3;3281.0;1928217
769578;315551603;31555;31;76;all;all;2;3;2161.5;1928694
770519;315553803;31555;31;76;some;all;1;3;2691.0;1929004
772306;315551502;31555;31;76;all;all;1;3;2442.0;1929572
774594;315551901;31555;31;76;some;all;1;3;2544.0;1930287
777593;315552204;31555;31;76;all;all;1;3;1955.0;1931212
867510;315552702;31555;31;76;all;all;1;3;2198.0;1959256
893051;315553501;31555;31;76;all;all;2;3;1863.0;1967172
899599;315555901;31555;31;76;some;all;1;3;1612.8;1969261
900391;315552005;31555;31;76;all;some;2;3;7177.8;1969521
907740;315551101;31555;31;76;none;all;0;3;916.0;1971801
916084;315553803;31555;31;76;all;all;1;3;4587.0;1974378
917645;315556002;31555;31;76;all;all;2;3;5817.0;1974870
946650;321180000;32118;32;76;all;all;3;3;1375.0638544981662;1982352
1053244;811120000;81112;81;76;some;some;1;3;4936.116948331342;6362108
1116882;812220000;81222;81;76;all;all;2;3;2638.502763081153;6376927
1184362;810650101;81065;81;76;all;all;2;3;3421.5;6394105
1192058;810650301;81065;81;76;some;some;1;3;811.8;6396561
1204325;811630106;81163;81;76;none;all;0;3;777.0;6400405
1257725;821100000;82110;82;76;all;all;2;3;5053.970511887295;6412657
1260214;821150000;82115;82;76;all;all;2;3;2760.925295112337;6413156
1292332;821900000;82190;82;76;all;all;1;3;1554.0;6419582
19120;091250000;09125;09;76;some;some;1;1;1249.2889424724826;413983
193874;114180000;11418;11;76;all;some;1;1;1585.4421024322257;487125
272496;310490000;31049;31;76;all;some;2;1;4596.212063400987;1802081
273421;310500000;31050;31;76;all;some;2;1;2512.750872534036;1802269
308348;310690107;31069;31;76;none;all;0;1;807.0;1810322
311746;310560101;31056;31;76;all;some;2;1;552.0;1811244
338874;311450000;31145;31;76;none;all;0;1;2092.362388588555;1818378
388511;312300000;31230;31;76;all;some;2;1;4951.8;1828694
406591;312610000;31261;31;76;all;some;2;1;4040.656658943812;1832289
471697;313570000;31357;31;76;all;some;2;1;2559.5997749321705;1846512
552314;314900000;31490;31;76;all;some;2;1;4672.2;1864983
553009;311490301;31149;31;76;some;some;1;1;4363.8;1865187
771032;315551807;31555;31;76;some;some;1;1;4752.0;1929164
842830;315553504;31555;31;76;all;some;2;1;4723.2;1951595
852088;315551203;31555;31;76;none;some;0;1;6613.5;1954464
880879;315551101;31555;31;76;some;some;1;1;4599.0;1963371
881302;315554301;31555;31;76;none;some;0;1;2582.0;1963504
902813;315551102;31555;31;76;none;all;0;1;2676.0;1970298
1005062;324100000;32410;32;76;all;some;2;1;5828.996945021878;1994024
1268189;821260000;82126;82;76;all;some;2;1;4779.536545008708;6414747
1305293;821210403;82121;82;76;all;some;2;1;3132.0;6423585
1334887;315820000;31582;31;76;none;all;0;1;1944.0;8146879
1362818;324620000;32462;32;76;none;all;0;1;1065.0;8153833
14386;092610102;09261;09;76;all;all;1;2;1967.0;413034
20073;091220102;09122;09;76;all;some;2;2;3376.0;414169
41536;091600102;09160;09;76;all;all;1;2;3666.0;418441
43960;092100000;09210;09;76;all;all;1;2;1584.8758807322029;418928
65655;093270000;09327;09;76;all;all;1;2;970.2220301313639;423320
65717;093270000;09327;09;76;all;all;1;2;2469.8756822326673;423332
70160;092250104;09225;09;76;all;some;2;2;6836.0;424642
74613;110040000;11004;11;76;all;all;1;2;2010.7708682469918;461468
78304;110220000;11022;11;76;all;some;2;2;4521.004846732407;462208
78319;110220000;11022;11;76;all;all;1;2;4514.665877331335;462211
87743;110630000;11063;11;76;all;all;2;2;4746.668812043938;464105
88068;110640000;11064;11;76;all;all;1;2;1038.9247256788155;464172
91329;110760102;11076;11;76;all;all;1;2;1795.0;464997
97514;110760107;11076;11;76;all;all;2;2;99.0;466628
112839;111290000;11129;11;76;all;all;2;2;1350.0931506113207;469818
116690;112030102;11203;11;76;all;all;1;2;301.0;470609
131691;112060103;11206;11;76;all;all;3;2;3331.5;474578
138659;112020000;11202;11;76;all;all;2;2;4774.537179086965;476096
145983;112540000;11254;11;76;all;all;1;2;1582.178026574658;477558
147047;112560000;11256;11;76;all;all;1;2;1818.2002566004521;477771
192257;114110000;11411;11;76;all;all;2;2;2859.752119244886;486801
219585;110690901;11069;11;76;all;all;1;2;1159.0;494485
233264;112620303;11262;11;76;all;all;1;2;2404.0;498823
234210;112620101;11262;11;76;all;all;1;2;2547.0;499108
247348;112620501;11262;11;76;all;all;1;2;3961.5;503310
261788;310320000;31032;31;76;all;all;1;2;1459.0;1799903
262929;310320000;31032;31;76;all;all;1;2;2706.0;1800134
264980;310350000;31035;31;76;all;all;1;2;1610.053986822986;1800554
272353;310480000;31048;31;76;all;all;2;2;2926.875829707915;1802052
282437;310790000;31079;31;76;all;all;1;2;1643.0751967751557;1804079
289522;310910000;31091;31;76;all;all;1;2;3847.5;1805503
328519;311350000;31135;31;76;all;all;1;2;1699.0;1815706
329187;315060101;31506;31;76;some;some;3;2;6517.0;1815873
345071;311160102;31116;31;76;all;all;1;2;594.0;1819902
351723;311560000;31156;31;76;all;all;2;2;4904.749634469904;1821259
359387;311160101;31116;31;76;all;all;1;2;448.5;1822830
416543;312730000;31273;31;76;all;all;2;2;5561.208730653123;1834286
480382;311870104;31187;31;76;all;all;2;2;3396.0;1848776
503663;313960000;31396;31;76;all;all;1;2;849.0;1854473
503961;313960000;31396;31;76;all;all;1;2;1004.0;1854533
535042;314830102;31483;31;76;all;all;1;2;848.0;1860777
592261;314970000;31497;31;76;all;all;2;2;4411.433145344657;1876495
604975;315170000;31517;31;76;all;all;1;2;1614.508330765404;1879733
612059;314460106;31446;31;76;all;all;2;2;6499.5;1881955
612519;314460106;31446;31;76;all;all;1;2;1983.0;1882086
638519;315570106;31557;31;76;all;all;2;2;78.0;1889821
697319;315552104;31555;31;76;all;all;1;2;1210.0;1906136
697412;315555503;31555;31;76;all;all;1;2;5593.5;1906167
753562;315552303;31555;31;76;all;all;2;2;2226.0;1923682
810300;315552102;31555;31;76;all;all;1;2;998.0;1941376
823442;315553504;31555;31;76;all;all;1;2;3573.0;1945489
897292;315551804;31555;31;76;all;all;1;2;1572.0;1968509
952934;321070102;32107;32;76;all;all;1;2;4296.0;1983592
959785;321620000;32162;32;76;all;all;1;2;2851.5391555825017;1984948
972600;322330000;32233;32;76;all;all;1;2;4016.800798349815;1987536
982628;322910000;32291;32;76;all;all;1;2;2002.6743085539797;1989548
990024;323070000;32307;32;76;all;all;1;2;5313.497284437088;1991012
1065063;811050103;81105;81;76;all;all;1;2;1021.0;6365436
1070777;811050102;81105;81;76;all;all;1;2;1608.0;6367074
1075864;811420000;81142;81;76;all;all;1;2;2732.3102909169015;6368145
1077306;811440000;81144;81;76;all;all;1;2;2435.0;6368433
1087496;811400105;81140;81;76;all;all;1;2;3573.0;6370630
1094562;811830000;81183;81;76;all;all;1;2;1904.4851486065336;6372480
1141288;812860000;81286;81;76;all;all;1;2;2884.17109864509;6381771
1142573;812880000;81288;81;76;all;all;2;2;2633.4274795552756;6382032
1149793;810040303;81004;81;76;all;all;2;2;882.0;6383639
1204901;811630104;81163;81;76;all;all;1;2;2049.0;6400585
1219541;820270000;82027;82;76;all;all;2;2;1619.0330350958966;6403653
1264959;821250000;82125;82;76;all;all;1;2;1765.0;6414106
1285630;821720000;82172;82;76;all;all;1;2;1751.8378538830868;6418238
11690;091030000;09103;09;76;all;all;1;1;2640.5432714935055;412488
54320;092790000;09279;09;76;all;some;2;1;2260.6697240615736;421010
119666;112030106;11203;11;76;none;some;0;1;998.0;471416
258372;310240000;31024;31;76;all;some;3;1;3014.543144985789;1799212
396182;312480000;31248;31;76;all;some;2;1;4515.0;1830221
425550;312320102;31232;31;76;all;all;1;1;2970.0;1836098
454183;312030101;31203;31;76;all;all;1;1;718.0;1842986
454602;313040000;31304;31;76;some;some;2;1;5726.189566193376;1843088
503989;313960000;31396;31;76;none;all;0;1;2781.0;1854538
535164;314830107;31483;31;76;all;all;1;1;22.0;1860803
945578;321060000;32106;32;76;some;some;1;1;2488.735295861776;1982136
1088732;811400101;81140;81;76;none;some;0;1;3066.6;6370960
1147181;813060000;81306;81;76;all;all;1;1;1658.6523288970882;6382971
1213832;820180000;82018;82;76;all;all;1;1;1630.5989421522204;6402513
1374116;810650401;81065;81;76;none;all;0;1;1987.0;8344275
59658;093060000;09306;09;76;all;none;2;0;1337.7654888869233;422102
63739;093200000;09320;09;76;all;none;2;0;2636.435780585265;422931
64623;093240000;09324;09;76;all;none;2;0;957.0;423110
157721;112920000;11292;11;76;all;none;2;0;1482.099177835068;479907
189044;114040000;11404;11;76;all;none;2;0;1436.2863356941689;486151
482989;311870104;31187;31;76;all;none;3;0;2084.0;1849502
671040;315555802;31555;31;76;none;none;0;0;817.0;1897885
891230;315551201;31555;31;76;none;none;0;0;2848.5;1966598
915494;315551807;31555;31;76;none;none;0;0;1220.0;1974185
995934;323340000;32334;32;76;all;none;1;0;1359.8479889208281;1992187
1012223;320130302;32013;32;76;all;none;1;0;1074.0;1995516
1034520;810470000;81047;81;76;all;none;2;0;2081.218667264802;6358337
1100595;812020000;81202;81;76;all;none;2;0;2334.162476691866;6373667
1185230;810650801;81065;81;76;all;none;2;0;4180.5;6394388
1195937;810650701;81065;81;76;some;none;1;0;2574.0;6397797
1211031;820130000;82013;82;76;all;none;2;0;3672.0;6401959
1269316;821320000;82132;82;76;some;none;1;0;2370.4330305919157;6414974
1283541;821690000;82169;82;76;some;none;1;0;3255.2669784567433;6417820
1320130;821210501;82121;82;76;some;none;1;0;3673.5;6428289
11763;091030000;09103;09;76;all;some;2;1;2128.391609615303;412502
148406;112630000;11263;11;76;some;some;1;1;2014.7332242860393;478043
487722;314240105;31424;31;76;all;all;1;1;19.0;1850820
669216;315552101;31555;31;76;all;some;2;1;4097.1;1897312
812595;315552201;31555;31;76;some;some;1;1;4270.5;1942099
44293;092100000;09210;09;76;all;none;1;0;1627.1327703082613;418994
11839;091030000;09103;09;76;all;all;1;1;3005.3697461722;412518
74769;110040000;11004;11;76;none;all;0;1;2298.7103548051145;461500
633368;315570105;31557;31;76;all;some;2;1;603.0;1888291
650747;315720000;31572;31;76;all;all;1;1;2730.2545735023436;1892360
687060;315554003;31555;31;76;all;some;2;1;1539.0;1902932
724163;315553901;31555;31;76;all;all;1;1;1404.0;1914503
767796;315550102;31555;31;76;none;all;0;1;2140.0;1928126
906146;315552002;31555;31;76;some;some;1;1;4837.5;1971315
11858;091040000;09104;09;76;all;all;1;3;2636.0985771300575;412522
17205;092610102;09261;09;76;some;all;1;3;1951.5;413602
37696;091880000;09188;09;76;all;all;2;3;3017.703874138366;417676
46975;092360000;09236;09;76;all;all;1;3;1480.3893385140545;419537
196457;114260000;11426;11;76;all;all;1;3;3092.7887666479173;487649
311839;310690107;31069;31;76;all;all;3;3;882.0;1811268
330847;311130103;31113;31;76;all;all;2;3;2725.5;1816304
382010;312100000;31210;31;76;all;all;3;3;2394.135507159115;1827395
471177;313560000;31356;31;76;all;all;2;3;3810.1430235935422;1846408
649215;315630000;31563;31;76;all;some;3;3;6280.992486628826;1892054
853721;315550302;31555;31;76;all;all;1;3;1258.4;1954982
899256;315552803;31555;31;76;all;all;3;3;4261.5;1969154
969322;322130000;32213;32;76;all;all;2;3;3991.0208540280646;1986884
998964;323480000;32348;32;76;all;all;3;3;3553.9781665227074;1992794
1034558;810480000;81048;81;76;all;all;2;3;727.5;6358345
1154740;810040501;81004;81;76;all;all;3;3;439.5;6385220
1160703;810040701;81004;81;76;all;all;3;3;1232.0;6387142
1206994;820020000;82002;82;76;all;all;3;3;1469.4127460888726;6401160
1235325;820620000;82062;82;76;some;all;2;3;2891.77573043777;6407509
1276050;821420000;82142;82;76;all;all;1;3;2252.848973298765;6416320
1288317;821840000;82184;82;76;all;all;3;3;673.1125859769201;6418775
11977;091040000;09104;09;76;all;none;1;0;3101.560263325271;412546
77981;110220000;11022;11;76;all;none;2;0;2066.5106184865176;462143
124263;111590000;11159;11;76;all;none;1;0;1715.153403538142;472652
138315;112020000;11202;11;76;all;none;1;0;1860.4709877187533;476026
149286;112650000;11265;11;76;some;none;1;0;3185.196796340971;478220
150473;112690000;11269;11;76;some;none;1;0;3132.0738241448207;478460
253563;310020000;31002;31;76;some;none;2;0;6735.784228207684;1798236
271758;310480000;31048;31;76;some;none;2;0;1993.2913356893778;1801931
361376;311160103;31116;31;76;all;none;1;0;990.6;1823245
522465;314450000;31445;31;76;some;none;2;0;6075.0;1858225
557581;311490501;31149;31;76;all;none;1;0;1679.0;1866534
635772;311570105;31157;31;76;all;none;1;0;1833.0;1889014
654634;315740000;31574;31;76;all;none;1;0;1769.3231969355377;1893136
929915;315552102;31555;31;76;some;none;1;0;7387.2;1978651
1013723;320130501;32013;32;76;all;none;1;0;1104.0;1995988
1111813;812190000;81219;81;76;all;none;2;0;12.0;6375903
1148558;813140000;81314;81;76;some;none;2;0;2289.472137448134;6383251
1228764;820330104;82033;82;76;all;none;2;0;3462.0;6406117
1273559;821360000;82136;82;76;all;none;1;0;1554.105339874927;6415823
12286;091040000;09104;09;76;all;all;1;3;428.1805428231491;412608
41955;091600102;09160;09;76;all;all;3;3;3366.0;418527
45516;092240000;09224;09;76;all;all;2;3;2817.1430440778036;419242
94434;110840000;11084;11;76;all;all;2;3;3253.4239420982467;465822
409026;315260102;31526;31;76;all;all;2;3;4446.0;1832772
576620;312820102;31282;31;76;all;all;2;3;1627.2;1871983
579638;315610102;31561;31;76;some;all;1;3;529.5;1872775
598637;310440108;31044;31;76;all;all;1;3;1712.0;1878134
671278;315552802;31555;31;76;some;some;2;3;2477.5;1897950
710931;315551807;31555;31;76;some;all;1;3;4156.5;1910382
